id,label
359,0
360,4
361,1
362,0
363,0
364,5
365,8
366,8
367,6
368,5
369,4
370,6
371,3
372,2
373,3
374,8
375,7
376,1
377,7
378,2
379,2
380,6
381,9
382,3
383,0
384,6
385,9
386,4
387,2
388,3
389,8
390,3
391,0
392,3
393,8
394,2
395,8
396,6
397,1
398,9
399,7
400,2
401,1
402,0
403,3
404,3
405,6
406,7
407,1
408,5
409,6
410,0
411,9
412,0
413,3
414,3
415,1
416,8
417,2
418,6
419,9
420,3
421,2
422,8
423,2
424,1
425,0
426,1
427,1
428,0
429,7
430,9
431,4
432,5
433,2
434,8
435,6
436,0
437,4
438,2
439,8
440,4
441,8
442,8
443,6
444,0
445,6
446,2
447,9
448,4
449,9
450,2
451,6
452,9
453,4
454,3
455,2
456,2
457,2
458,6
459,3
460,9
461,0
462,6
463,3
464,6
465,5
466,9
467,1
468,3
469,9
470,3
471,9
472,8
473,1
474,7
475,7
476,5
477,4
478,0
479,8
480,4
481,4
482,3
483,4
484,1
485,3
486,7
487,2
488,1
489,9
490,1
491,7
492,5
493,5
494,7
495,7
496,3
497,6
498,9
499,7
500,1
501,6
502,8
503,1
504,2
505,6
506,9
507,4
508,3
509,5
510,1
511,3
512,2
513,5
514,0
515,9
516,5
517,8
518,9
519,6
520,6
521,3
522,8
523,3
524,2
525,4
526,7
527,3
528,4
529,0
530,8
531,5
532,6
533,0
534,8
535,3
536,1
537,7
538,4
539,4
540,4
541,3
542,6
543,2
544,6
545,8
546,8
547,6
548,5
549,5
550,0
551,9
552,2
553,6
554,9
555,9
556,6
557,6
558,2
559,9
560,4
561,1
562,3
563,4
564,4
565,8
566,6
567,2
568,1
569,9
570,6
571,9
572,5
573,2
574,6
575,7
576,5
577,2
578,5
579,1
580,9
581,9
582,0
583,8
584,6
585,2
586,1
587,2
588,9
589,0
590,2
591,4
592,9
593,8
594,0
595,1
596,0
597,7
598,4
599,7
600,9
601,4
602,2
603,0
604,3
605,8
606,2
607,1
608,8
609,2
610,9
611,3
612,3
613,0
614,8
615,9
616,3
617,5
618,5
619,4
620,2
621,5
622,0
623,1
624,1
625,0
626,1
627,6
628,0
629,5
630,2
631,9
632,5
633,7
634,9
635,3
636,0
637,3
638,6
639,7
640,5
641,3
642,7
643,2
644,9
645,5
646,3
647,3
648,0
649,8
650,3
651,7
652,0
653,7
654,3
655,8
656,5
657,2
658,7
659,9
660,0
661,8
662,8
663,1
664,2
665,8
666,9
667,5
668,5
669,2
670,2
671,7
672,2
673,0
674,2
675,9
676,1
677,9
678,8
679,3
680,3
681,2
682,8
683,6
684,9
685,6
686,3
687,3
688,5
689,9
690,9
691,0
692,2
693,2
694,6
695,9
696,5
697,5
698,1
699,9
700,1
701,7
702,4
703,5
704,3
705,4
706,3
707,6
708,0
709,0
710,7
711,9
712,4
713,5
714,1
715,2
716,9
717,6
718,1
719,0
720,5
721,1
722,7
723,0
724,8
725,3
726,5
727,5
728,3
729,8
730,7
731,3
732,4
733,1
734,8
735,9
736,5
737,1
738,3
739,5
740,6
741,2
742,7
743,7
744,8
745,5
746,9
747,7
748,3
749,9
750,2
751,5
752,8
753,2
754,7
755,8
756,9
757,3
758,0
759,4
760,6
761,9
762,1
763,7
764,6
765,5
766,2
767,7
768,5
769,2
770,9
771,4
772,4
773,1
774,2
775,6
776,4
777,0
778,0
779,4
780,4
781,8
782,7
783,6
784,6
785,7
786,3
787,1
788,6
789,7
790,4
791,0
792,6
793,0
794,8
795,7
796,7
797,7
798,4
799,6
800,1
801,0
802,3
803,7
804,9
805,0
806,8
807,6
808,5
809,6
810,1
811,2
812,7
813,5
814,0
815,2
816,1
817,7
818,1
819,1
820,2
821,6
822,3
823,8
824,6
825,2
826,6
827,1
828,4
829,1
830,2
831,9
832,9
833,2
834,1
835,5
836,6
837,6
838,7
839,9
840,7
841,1
842,4
843,7
844,6
845,0
846,6
847,5
848,2
849,8
850,1
851,7
852,4
853,9
854,8
855,2
856,5
857,6
858,0
859,5
860,7
861,6
862,8
863,6
864,8
865,4
866,6
867,0
868,6
869,2
870,1
871,0
872,2
873,8
874,1
875,9
876,6
877,2
878,0
879,6
880,2
881,2
882,2
883,3
884,8
885,8
886,2
887,7
888,2
889,2
890,5
891,2
892,7
893,7
894,4
895,5
896,3
897,7
898,4
899,7
900,5
901,1
902,2
903,0
904,0
905,1
906,8
907,2
908,4
909,6
910,5
911,1
912,4
913,2
914,8
915,6
916,1
917,6
918,7
919,2
920,8
921,1
922,7
923,6
924,4
925,8
926,4
927,2
928,2
929,5
930,8
931,6
932,7
933,6
934,6
935,1
936,4
937,4
938,8
939,5
940,1
941,0
942,6
943,2
944,3
945,1
946,4
947,6
948,6
949,5
950,2
951,1
952,3
953,3
954,2
955,5
956,9
957,5
958,6
959,7
960,7
961,0
962,0
963,4
964,0
965,8
966,1
967,5
968,1
969,9
970,8
971,8
972,8
973,4
974,3
975,8
976,6
977,6
978,6
979,1
980,0
981,7
982,7
983,1
984,8
985,2
986,5
987,6
988,7
989,0
990,1
991,2
992,7
993,7
994,1
995,8
996,5
997,6
998,0
999,6
1000,3
1001,0
1002,2
1003,6
1004,1
1005,2
1006,8
1007,0
1008,2
1009,4
1010,4
1011,2
1012,5
1013,9
1014,6
1015,4
1016,6
1017,5
1018,6
1019,9
1020,9
1021,3
1022,3
1023,4
1024,4
1025,0
1026,1
1027,1
1028,8
1029,0
1030,8
1031,1
1032,7
1033,3
1034,3
1035,9
1036,6
1037,3
1038,2
1039,1
1040,7
1041,3
1042,8
1043,0
1044,3
1045,2
1046,9
1047,0
1048,8
1049,7
1050,9
1051,6
1052,8
1053,0
1054,2
1055,3
1056,2
1057,9
1058,6
1059,7
1060,2
1061,3
1062,1
1063,3
1064,5
1065,3
1066,8
1067,0
1068,9
1069,9
1070,9
1071,3
1072,2
1073,1
1074,6
1075,5
1076,4
1077,3
1078,8
1079,3
1080,7
1081,5
1082,3
1083,0
1084,9
1085,7
1086,8
1087,8
1088,2
1089,1
1090,1
1091,6
1092,6
1093,7
1094,2
1095,6
1096,4
1097,7
1098,2
1099,2
1100,1
1101,0
1102,3
1103,5
1104,0
1105,6
1106,6
1107,3
1108,5
1109,1
1110,4
1111,3
1112,7
1113,3
1114,7
1115,9
1116,4
1117,7
1118,2
1119,7
1120,8
1121,0
1122,3
1123,9
1124,0
1125,1
1126,8
1127,8
1128,9
1129,5
1130,7
1131,8
1132,2
1133,3
1134,6
1135,5
1136,5
1137,4
1138,9
1139,9
1140,0
1141,1
1142,7
1143,4
1144,0
1145,5
1146,9
1147,6
1148,0
1149,7
1150,4
1151,6
1152,5
1153,2
1154,5
1155,0
1156,5
1157,4
1158,3
1159,4
1160,1
1161,7
1162,2
1163,7
1164,5
1165,2
1166,2
1167,5
1168,4
1169,7
1170,9
1171,8
1172,4
1173,2
1174,0
1175,0
1176,2
1177,8
1178,0
1179,3
1180,9
1181,0
1182,6
1183,4
1184,1
1185,3
1186,5
1187,4
1188,5
1189,2
1190,7
1191,1
1192,9
1193,7
1194,6
1195,7
1196,0
1197,3
1198,4
1199,3
1200,1
1201,0
1202,4
1203,9
1204,7
1205,6
1206,2
1207,5
1208,0
1209,0
1210,2
1211,8
1212,2
1213,1
1214,6
1215,2
1216,1
1217,6
1218,8
1219,5
1220,6
1221,3
1222,6
1223,8
1224,7
1225,1
1226,6
1227,5
1228,0
1229,7
1230,3
1231,2
1232,6
1233,7
1234,6
1235,2
1236,3
1237,1
1238,9
1239,3
1240,8
1241,0
1242,8
1243,5
1244,5
1245,2
1246,0
1247,7
1248,3
1249,0
1250,4
1251,1
1252,5
1253,4
1254,5
1255,1
1256,6
1257,8
1258,3
1259,6
1260,6
1261,7
1262,8
1263,8
1264,2
1265,9
1266,9
1267,3
1268,7
1269,0
1270,2
1271,3
1272,3
1273,3
1274,4
1275,6
1276,1
1277,5
1278,3
1279,0
1280,2
1281,7
1282,9
1283,9
1284,7
1285,2
1286,1
1287,9
1288,2
1289,7
1290,5
1291,6
1292,7
1293,9
1294,1
1295,7
1296,0
1297,9
1298,5
1299,2
1300,1
1301,0
1302,4
1303,9
1304,7
1305,9
1306,1
1307,9
1308,2
1309,7
1310,3
1311,6
1312,1
1313,4
1314,2
1315,4
1316,9
1317,5
1318,1
1319,0
1320,1
1321,4
1322,9
1323,9
1324,9
1325,0
1326,0
1327,5
1328,9
1329,1
1330,1
1331,3
1332,0
1333,3
1334,1
1335,8
1336,6
1337,0
1338,2
1339,0
1340,8
1341,1
1342,2
1343,0
1344,2
1345,0
1346,1
1347,0
1348,1
1349,8
1350,8
1351,7
1352,8
1353,0
1354,8
1355,6
1356,8
1357,0
1358,8
1359,2
1360,7
1361,4
1362,7
1363,4
1364,2
1365,6
1366,7
1367,4
1368,4
1369,9
1370,4
1371,2
1372,5
1373,7
1374,7
1375,8
1376,2
1377,6
1378,2
1379,9
1380,9
1381,9
1382,0
1383,5
1384,0
1385,6
1386,6
1387,8
1388,1
1389,9
1390,2
1391,2
1392,9
1393,2
1394,1
1395,3
1396,0
1397,9
1398,6
1399,3
1400,1
1401,6
1402,3
1403,3
1404,0
1405,2
1406,1
1407,7
1408,1
1409,0
1410,2
1411,7
1412,8
1413,3
1414,2
1415,3
1416,6
1417,0
1418,0
1419,7
1420,5
1421,8
1422,8
1423,9
1424,8
1425,7
1426,1
1427,7
1428,7
1429,4
1430,5
1431,4
1432,2
1433,6
1434,8
1435,5
1436,5
1437,3
1438,1
1439,6
1440,5
1441,5
1442,3
1443,9
1444,7
1445,8
1446,7
1447,8
1448,0
1449,3
1450,2
1451,5
1452,9
1453,3
1454,3
1455,5
1456,8
1457,5
1458,6
1459,7
1460,8
1461,4
1462,4
1463,9
1464,9
1465,2
1466,0
1467,0
1468,9
1469,9
1470,3
1471,3
1472,0
1473,7
1474,2
1475,8
1476,4
1477,5
1478,7
1479,8
1480,3
1481,2
1482,3
1483,7
1484,1
1485,8
1486,5
1487,4
1488,1
1489,1
1490,5
1491,1
1492,4
1493,0
1494,4
1495,3
1496,6
1497,8
1498,0
1499,5
1500,3
1501,1
1502,2
1503,0
1504,2
1505,6
1506,4
1507,3
1508,5
1509,6
1510,2
1511,0
1512,5
1513,2
1514,3
1515,6
1516,9
1517,6
1518,4
1519,9
1520,2
1521,2
1522,8
1523,2
1524,7
1525,1
1526,6
1527,6
1528,5
1529,5
1530,2
1531,6
1532,6
1533,1
1534,5
1535,4
1536,0
1537,3
1538,6
1539,6
1540,0
1541,6
1542,6
1543,2
1544,7
1545,2
1546,1
1547,2
1548,9
1549,6
1550,2
1551,0
1552,9
1553,6
1554,1
1555,9
1556,4
1557,5
1558,8
1559,8
1560,8
1561,2
1562,7
1563,0
1564,6
1565,4
1566,9
1567,5
1568,5
1569,2
1570,3
1571,5
1572,9
1573,4
1574,8
1575,4
1576,1
1577,1
1578,1
1579,6
1580,4
1581,1
1582,0
1583,8
1584,9
1585,8
1586,2
1587,5
1588,4
1589,7
1590,1
1591,4
1592,9
1593,0
1594,2
1595,3
1596,6
1597,3
1598,0
1599,5
1600,5
1601,1
1602,2
1603,5
1604,0
1605,6
1606,9
1607,1
1608,5
1609,3
1610,5
1611,5
1612,7
1613,7
1614,7
1615,7
1616,7
1617,9
1618,6
1619,6
1620,3
1621,6
1622,6
1623,2
1624,8
1625,5
1626,5
1627,0
1628,1
1629,7
1630,3
1631,1
1632,5
1633,3
1634,3
1635,2
1636,0
1637,9
1638,2
1639,6
1640,9
1641,6
1642,3
1643,5
1644,2
1645,7
1646,2
1647,1
1648,0
1649,2
1650,7
1651,3
1652,2
1653,0
1654,5
1655,3
1656,7
1657,4
1658,8
1659,8
1660,2
1661,1
1662,3
1663,5
1664,8
1665,7
1666,1
1667,7
1668,0
1669,7
1670,5
1671,4
1672,2
1673,7
1674,4
1675,0
1676,9
1677,3
1678,8
1679,1
1680,0
1681,6
1682,1
1683,9
1684,4
1685,6
1686,9
1687,8
1688,8
1689,3
1690,4
1691,1
1692,9
1693,7
1694,9
1695,6
1696,2
1697,4
1698,8
1699,3
1700,0
1701,1
1702,9
1703,0
1704,5
1705,1
1706,4
1707,8
1708,9
1709,5
1710,0
1711,7
1712,0
1713,9
1714,2
1715,8
1716,4
1717,3
1718,0
1719,6
1720,6
1721,1
1722,6
1723,3
1724,7
1725,4
1726,7
1727,3
1728,6
1729,9
1730,3
1731,8
1732,6
1733,1
1734,5
1735,3
1736,5
1737,9
1738,2
1739,0
1740,6
1741,8
1742,0
1743,2
1744,6
1745,1
1746,5
1747,3
1748,6
1749,0
1750,1
1751,4
1752,3
1753,8
1754,9
1755,0
1756,8
1757,0
1758,7
1759,5
1760,8
1761,7
1762,4
1763,0
1764,0
1765,7
1766,6
1767,9
1768,7
1769,2
1770,3
1771,3
1772,0
1773,4
1774,4
1775,7
1776,8
1777,6
1778,9
1779,6
1780,0
1781,3
1782,4
1783,0
1784,0
1785,2
1786,1
1787,4
1788,2
1789,6
1790,4
1791,7
1792,3
1793,6
1794,2
1795,7
1796,3
1797,0
1798,9
1799,0
1800,7
1801,7
1802,5
1803,0
1804,5
1805,9
1806,0
1807,2
1808,0
1809,5
1810,9
1811,2
1812,6
1813,1
1814,2
1815,6
1816,6
1817,8
1818,7
1819,2
1820,4
1821,5
1822,7
1823,0
1824,8
1825,5
1826,7
1827,6
1828,4
1829,0
1830,0
1831,8
1832,1
1833,5
1834,2
1835,5
1836,1
1837,4
1838,0
1839,9
1840,6
1841,2
1842,6
1843,8
1844,9
1845,9
1846,2
1847,2
1848,4
1849,7
1850,0
1851,6
1852,1
1853,9
1854,1
1855,9
1856,8
1857,6
1858,9
1859,7
1860,0
1861,5
1862,2
1863,2
1864,4
1865,6
1866,9
1867,2
1868,6
1869,8
1870,3
1871,5
1872,1
1873,0
1874,3
1875,6
1876,1
1877,4
1878,7
1879,3
1880,8
1881,0
1882,4
1883,4
1884,5
1885,5
1886,7
1887,3
1888,1
1889,1
1890,8
1891,4
1892,7
1893,7
1894,0
1895,2
1896,7
1897,7
1898,0
1899,2
1900,5
1901,9
1902,6
1903,4
1904,8
1905,1
1906,1
1907,6
1908,2
1909,9
1910,0
1911,2
1912,2
1913,8
1914,5
1915,5
1916,4
1917,0
1918,5
1919,0
1920,9
1921,7
1922,8
1923,9
1924,6
1925,1
1926,1
1927,4
1928,9
1929,2
1930,3
1931,4
1932,0
1933,7
1934,5
1935,8
1936,5
1937,0
1938,1
1939,6
1940,3
1941,6
1942,3
1943,6
1944,6
1945,2
1946,6
1947,9
1948,7
1949,0
1950,2
1951,3
1952,2
1953,4
1954,1
1955,3
1956,4
1957,0
1958,6
1959,0
1960,8
1961,2
1962,5
1963,0
1964,0
1965,9
1966,4
1967,2
1968,6
1969,2
1970,3
1971,2
1972,6
1973,8
1974,7
1975,4
1976,3
1977,1
1978,6
1979,0
1980,0
1981,9
1982,0
1983,4
1984,6
1985,7
1986,9
1987,4
1988,6
1989,9
1990,3
1991,2
1992,9
1993,2
1994,0
1995,4
1996,6
1997,6
1998,5
1999,0
2000,0
2001,4
2002,8
2003,2
2004,6
2005,6
2006,6
2007,2
2008,5
2009,2
2010,5
2011,0
2012,9
2013,4
2014,7
2015,0
2016,6
2017,9
2018,9
2019,9
2020,8
2021,1
2022,8
2023,8
2024,7
2025,1
2026,3
2027,7
2028,5
2029,5
2030,0
2031,9
2032,3
2033,5
2034,4
2035,9
2036,9
2037,5
2038,9
2039,5
2040,6
2041,9
2042,5
2043,8
2044,6
2045,8
2046,6
2047,2
2048,9
2049,7
2050,4
2051,7
2052,3
2053,5
2054,5
2055,5
2056,0
2057,3
2058,4
2059,0
2060,1
2061,7
2062,2
2063,0
2064,9
2065,1
2066,2
2067,0
2068,2
2069,8
2070,8
2071,5
2072,7
2073,6
2074,2
2075,6
2076,2
2077,8
2078,1
2079,9
2080,6
2081,7
2082,8
2083,0
2084,6
2085,7
2086,2
2087,6
2088,0
2089,6
2090,6
2091,3
2092,7
2093,9
2094,1
2095,6
2096,0
2097,4
2098,0
2099,5
2100,6
2101,9
2102,3
2103,8
2104,4
2105,3
2106,7
2107,2
2108,8
2109,0
2110,0
2111,8
2112,9
2113,1
2114,7
2115,6
2116,0
2117,6
2118,2
2119,8
2120,0
2121,5
2122,8
2123,4
2124,4
2125,5
2126,7
2127,2
2128,9
2129,8
2130,8
2131,5
2132,6
2133,6
2134,8
2135,2
2136,1
2137,7
2138,8
2139,6
2140,9
2141,8
2142,8
2143,8
2144,4
2145,4
2146,0
2147,1
2148,9
2149,7
2150,7
2151,4
2152,7
2153,3
2154,9
2155,1
2156,7
2157,8
2158,9
2159,8
2160,9
2161,2
2162,3
2163,3
2164,1
2165,3
2166,5
2167,6
2168,8
2169,6
2170,4
2171,6
2172,4
2173,9
2174,1
2175,3
2176,5
2177,6
2178,8
2179,0
2180,8
2181,3
2182,8
2183,4
2184,9
2185,8
2186,6
2187,7
2188,6
2189,9
2190,8
2191,5
2192,7
2193,7
2194,9
2195,3
2196,3
2197,5
2198,9
2199,0
2200,1
2201,9
2202,5
2203,7
2204,6
2205,5
2206,0
2207,3
2208,7
2209,1
2210,0
2211,4
2212,3
2213,8
2214,2
2215,5
2216,9
2217,5
2218,6
2219,5
2220,5
2221,0
2222,9
2223,0
2224,7
2225,0
2226,9
2227,5
2228,3
2229,7
2230,3
2231,9
2232,1
2233,7
2234,9
2235,6
2236,5
2237,2
2238,3
2239,0
2240,2
2241,3
2242,0
2243,2
2244,9
2245,0
2246,9
2247,4
2248,5
2249,7
2250,1
2251,8
2252,0
2253,2
2254,1
2255,9
2256,6
2257,8
2258,3
2259,0
2260,6
2261,4
2262,3
2263,8
2264,2
2265,8
2266,4
2267,8
2268,2
2269,0
2270,0
2271,5
2272,0
2273,2
2274,5
2275,5
2276,9
2277,7
2278,5
2279,7
2280,0
2281,9
2282,2
2283,1
2284,2
2285,0
2286,6
2287,7
2288,6
2289,6
2290,4
2291,6
2292,1
2293,8
2294,1
2295,1
2296,5
2297,4
2298,2
2299,6
2300,8
2301,0
2302,6
2303,3
2304,8
2305,7
2306,8
2307,6
2308,6
2309,6
2310,0
2311,1
2312,6
2313,6
2314,2
2315,1
2316,3
2317,8
2318,6
2319,3
2320,2
2321,6
2322,2
2323,0
2324,8
2325,0
2326,1
2327,2
2328,4
2329,1
2330,3
2331,3
2332,4
2333,1
2334,9
2335,2
2336,9
2337,1
2338,3
2339,9
2340,5
2341,2
2342,9
2343,6
2344,9
2345,1
2346,2
2347,1
2348,2
2349,8
2350,8
2351,3
2352,5
2353,2
2354,7
2355,5
2356,2
2357,2
2358,8
2359,7
2360,1
2361,8
2362,8
2363,6
2364,5
2365,4
2366,9
2367,5
2368,3
2369,3
2370,3
2371,9
2372,1
2373,6
2374,8
2375,1
2376,2
2377,7
2378,7
2379,6
2380,2
2381,2
2382,2
2383,8
2384,1
2385,9
2386,9
2387,8
2388,3
2389,5
2390,4
2391,2
2392,8
2393,8
2394,1
2395,1
2396,5
2397,4
2398,7
2399,7
2400,6
2401,8
2402,3
2403,8
2404,3
2405,2
2406,4
2407,9
2408,2
2409,5
2410,9
2411,0
2412,2
2413,4
2414,1
2415,6
2416,5
2417,2
2418,5
2419,4
2420,9
2421,2
2422,4
2423,2
2424,2
2425,5
2426,2
2427,6
2428,3
2429,6
2430,7
2431,2
2432,3
2433,2
2434,4
2435,8
2436,5
2437,5
2438,1
2439,0
2440,7
2441,8
2442,8
2443,0
2444,7
2445,3
2446,7
2447,5
2448,3
2449,8
2450,2
2451,2
2452,7
2453,6
2454,3
2455,9
2456,8
2457,7
2458,6
2459,0
2460,6
2461,5
2462,0
2463,9
2464,8
2465,5
2466,7
2467,7
2468,2
2469,1
2470,6
2471,3
2472,3
2473,8
2474,6
2475,1
2476,6
2477,8
2478,4
2479,8
2480,7
2481,4
2482,8
2483,6
2484,4
2485,6
2486,0
2487,6
2488,5
2489,8
2490,4
2491,4
2492,3
2493,0
2494,4
2495,4
2496,3
2497,1
2498,0
2499,6
2500,1
2501,3
2502,0
2503,4
2504,8
2505,6
2506,4
2507,0
2508,9
2509,0
2510,4
2511,8
2512,4
2513,8
2514,3
2515,8
2516,9
2517,3
2518,0
2519,2
2520,0
2521,5
2522,8
2523,5
2524,7
2525,2
2526,2
2527,2
2528,0
2529,5
2530,8
2531,2
2532,0
2533,2
2534,9
2535,1
2536,2
2537,4
2538,1
2539,8
2540,2
2541,9
2542,2
2543,9
2544,0
2545,4
2546,3
2547,7
2548,8
2549,6
2550,5
2551,2
2552,7
2553,0
2554,6
2555,6
2556,0
2557,0
2558,5
2559,9
2560,9
2561,3
2562,5
2563,7
2564,0
2565,5
2566,7
2567,4
2568,2
2569,5
2570,6
2571,8
2572,3
2573,4
2574,9
2575,3
2576,3
2577,2
2578,7
2579,9
2580,0
2581,1
2582,3
2583,8
2584,0
2585,9
2586,7
2587,0
2588,2
2589,9
2590,1
2591,1
2592,5
2593,5
2594,7
2595,4
2596,6
2597,6
2598,7
2599,0
2600,8
2601,2
2602,4
2603,0
2604,5
2605,5
2606,0
2607,8
2608,2
2609,6
2610,7
2611,6
2612,0
2613,8
2614,5
2615,9
2616,3
2617,4
2618,1
2619,5
2620,2
2621,8
2622,2
2623,6
2624,9
2625,2
2626,8
2627,5
2628,9
2629,3
2630,8
2631,8
2632,2
2633,7
2634,5
2635,5
2636,9
2637,1
2638,6
2639,6
2640,7
2641,1
2642,0
2643,4
2644,8
2645,1
2646,5
2647,2
2648,5
2649,1
2650,6
2651,4
2652,0
2653,4
2654,8
2655,7
2656,2
2657,2
2658,1
2659,8
2660,6
2661,7
2662,7
2663,9
2664,2
2665,8
2666,1
2667,5
2668,5
2669,0
2670,6
2671,6
2672,9
2673,3
2674,1
2675,5
2676,8
2677,8
2678,1
2679,4
2680,3
2681,2
2682,7
2683,3
2684,7
2685,9
2686,3
2687,3
2688,4
2689,7
2690,6
2691,6
2692,7
2693,9
2694,4
2695,2
2696,0
2697,9
2698,5
2699,9
2700,0
2701,6
2702,5
2703,9
2704,3
2705,5
2706,0
2707,8
2708,4
2709,2
2710,6
2711,3
2712,6
2713,4
2714,0
2715,9
2716,0
2717,1
2718,8
2719,4
2720,5
2721,6
2722,7
2723,1
2724,0
2725,2
2726,0
2727,1
2728,6
2729,7
2730,9
2731,1
2732,3
2733,7
2734,3
2735,2
2736,0
2737,7
2738,3
2739,5
2740,9
2741,4
2742,2
2743,7
2744,7
2745,0
2746,2
2747,0
2748,4
2749,5
2750,2
2751,4
2752,3
2753,3
2754,8
2755,1
2756,3
2757,3
2758,2
2759,4
2760,2
2761,5
2762,6
2763,8
2764,6
2765,3
2766,4
2767,7
2768,1
2769,6
2770,3
2771,3
2772,9
2773,4
2774,5
2775,7
2776,0
2777,5
2778,6
2779,0
2780,1
2781,4
2782,6
2783,0
2784,1
2785,3
2786,7
2787,7
2788,3
2789,5
2790,1
2791,9
2792,8
2793,2
2794,0
2795,9
2796,4
2797,8
2798,1
2799,0
2800,1
2801,8
2802,5
2803,9
2804,2
2805,2
2806,8
2807,8
2808,2
2809,4
2810,0
2811,8
2812,1
2813,4
2814,9
2815,1
2816,2
2817,8
2818,2
2819,1
2820,6
2821,5
2822,0
2823,6
2824,1
2825,8
2826,3
2827,3
2828,2
2829,6
2830,4
2831,4
2832,2
2833,4
2834,4
2835,0
2836,2
2837,2
2838,7
2839,7
2840,7
2841,3
2842,1
2843,6
2844,9
2845,8
2846,1
2847,5
2848,9
2849,2
2850,4
2851,4
2852,9
2853,6
2854,4
2855,6
2856,6
2857,1
2858,6
2859,6
2860,1
2861,0
2862,0
2863,8
2864,7
2865,5
2866,3
2867,4
2868,6
2869,0
2870,2
2871,0
2872,9
2873,7
2874,4
2875,3
2876,7
2877,6
2878,4
2879,4
2880,2
2881,9
2882,2
2883,0
2884,7
2885,8
2886,1
2887,8
2888,4
2889,1
2890,4
2891,4
2892,3
2893,8
2894,9
2895,7
2896,2
2897,3
2898,9
2899,4
2900,9
2901,7
2902,1
2903,0
2904,9
2905,8
2906,5
2907,8
2908,4
2909,0
2910,0
2911,4
2912,3
2913,3
2914,7
2915,1
2916,4
2917,6
2918,7
2919,8
2920,1
2921,3
2922,3
2923,9
2924,6
2925,1
2926,7
2927,2
2928,5
2929,8
2930,4
2931,6
2932,0
2933,8
2934,6
2935,5
2936,1
2937,9
2938,9
2939,8
2940,1
2941,6
2942,5
2943,1
2944,2
2945,1
2946,6
2947,8
2948,3
2949,1
2950,6
2951,6
2952,8
2953,6
2954,4
2955,4
2956,5
2957,4
2958,5
2959,0
2960,8
2961,5
2962,4
2963,4
2964,6
2965,1
2966,2
2967,8
2968,9
2969,7
2970,2
2971,8
2972,6
2973,8
2974,8
2975,9
2976,5
2977,1
2978,8
2979,4
2980,8
2981,3
2982,3
2983,8
2984,1
2985,8
2986,1
2987,3
2988,8
2989,2
2990,2
2991,9
2992,0
2993,0
2994,6
2995,0
2996,3
2997,8
